caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
1976-03-31,0.032474,0.030623,0.018866,0.015380,587396299.00,500,568326394.00,499,102.77,0.030689
1976-04-30,-0.009610,-0.010699,-0.008644,-0.010487,581613605.00,500,587396299.00,500,101.64,-0.010995
1976-05-28,-0.008110,-0.015019,-0.016454,-0.021263,574407346.00,500,581492217.00,499,100.18,-0.014364
1976-06-30,0.043959,0.042158,0.054092,0.050594,599232313.00,500,574407346.00,500,104.28,0.040926
1976-07-30,-0.008079,-0.009412,-0.005090,-0.006890,623800459.00,500,598039797.00,499,103.44,-0.008055
1976-08-31,0.001599,-0.004982,-0.010466,-0.015543,621186189.00,500,623763543.00,498,102.91,-0.005124
1976-09-30,0.024402,0.022656,0.019770,0.016765,636178589.00,500,621048858.00,496,105.24,0.022641
1976-10-29,-0.019957,-0.021737,-0.024109,-0.026140,621508456.00,500,636010130.00,496,102.90,-0.022235
1976-11-30,-0.001041,-0.008628,0.022976,0.017396,617346638.00,500,621508456.00,497,102.10,-0.007775
1976-12-31,0.053754,0.052147,0.074788,0.071993,654696366.00,500,617346638.00,500,107.46,0.052498
1977-01-31,-0.049684,-0.051192,-0.034103,-0.035755,622113511.00,500,654031446.00,499,102.03,-0.050530
1977-02-28,-0.015638,-0.022400,-0.018894,-0.023645,609124012.00,500,621815892.00,499,99.82,-0.021660
1977-03-31,-0.012490,-0.014535,0.000893,-0.002476,601766122.00,500,608761449.00,498,98.42,-0.014025
1977-04-29,0.000641,-0.000503,0.008245,0.006641,602718249.00,500,601741133.00,498,98.44,0.000203
1977-05-31,-0.015169,-0.023655,-0.014016,-0.019774,591411644.00,500,602718249.00,499,96.12,-0.023568
1977-06-30,0.047838,0.045771,0.053054,0.049894,620052333.00,500,591411644.00,500,100.48,0.045360
1977-07-29,-0.015453,-0.016589,-0.017614,-0.019139,610833966.00,500,620052333.00,500,98.85,-0.016222
1977-08-31,-0.012310,-0.020221,-0.014606,-0.020464,599095754.00,500,610833966.00,500,96.77,-0.021042
1977-09-30,-0.000825,-0.003084,-0.001940,-0.005207,598206381.00,500,599095754.00,500,96.53,-0.002480
1977-10-31,-0.041984,-0.043869,-0.037299,-0.039474,572127829.00,500,598120956.00,499,92.34,-0.043406
1977-11-30,0.036696,0.026882,0.062722,0.056153,589218487.00,500,571815190.00,498,94.83,0.026966
1977-12-30,0.005570,0.003637,0.001322,-0.001858,594481564.00,500,589218487.00,500,95.10,0.002847
1978-01-31,-0.060643,-0.062611,-0.052203,-0.054196,556967829.00,500,594481564.00,500,89.25,-0.061514
1978-02-28,-0.016260,-0.024938,-0.010106,-0.016400,543089174.00,500,556929640.00,499,87.04,-0.024762
1978-03-31,0.026942,0.024377,0.053017,0.049390,556897077.00,500,543089174.00,499,89.21,0.024931
1978-04-28,0.088899,0.087528,0.084038,0.082289,606128316.00,500,555921442.00,498,96.83,0.085416
1978-05-31,0.013777,0.004492,0.033790,0.027238,609584310.00,500,606070682.00,498,97.24,0.004234
1978-06-30,-0.016578,-0.018953,-0.012138,-0.015439,599829769.00,500,609532320.00,499,95.53,-0.017585
1978-07-31,0.056959,0.055106,0.061325,0.059240,633315847.00,500,599829769.00,499,100.68,0.053910
1978-08-31,0.033610,0.025523,0.050538,0.044714,650678659.00,500,633207937.00,499,103.29,0.025924
1978-09-29,-0.005163,-0.007483,-0.008445,-0.011506,646610977.00,500,650678659.00,500,102.54,-0.007261
1978-10-31,-0.089848,-0.092572,-0.133472,-0.136032,592429103.00,500,646304855.00,497,93.15,-0.091574
1978-11-30,0.026624,0.017242,0.028495,0.021780,604097848.00,500,592183822.00,498,94.70,0.016640
1978-12-29,0.016540,0.014189,0.008890,0.005159,615931745.00,500,603476831.00,498,96.11,0.014889
1979-01-31,0.042644,0.040116,0.068649,0.066143,641065799.00,500,614974950.00,495,99.93,0.039746
1979-02-28,-0.028737,-0.037065,-0.030552,-0.036743,620259408.00,500,639826126.00,494,96.28,-0.036526
1979-03-30,0.057314,0.054801,0.072930,0.069102,655684372.00,500,620259408.00,498,101.59,0.055152
1979-04-30,0.004183,0.002218,0.010733,0.008284,657223904.00,500,655684372.00,500,101.76,0.001673
1979-05-31,-0.016910,-0.026413,-0.013329,-0.019885,641323529.00,500,656618368.00,499,99.08,-0.026336
1979-06-29,0.040324,0.037792,0.051772,0.047840,665919027.00,500,640969679.00,499,102.91,0.038656
1979-07-31,0.011531,0.009227,0.026523,0.023976,673727755.00,500,664879527.00,497,103.81,0.008746
1979-08-31,0.061865,0.053222,0.071897,0.065442,710875678.00,500,673727755.00,500,109.32,0.053078
1979-09-28,0.001416,-0.000872,-0.000964,-0.003896,710769041.00,500,710454638.00,499,109.32,0.000000
1979-10-31,-0.065547,-0.068505,-0.091402,-0.094307,662504340.00,500,710769041.00,499,101.82,-0.068606
1979-11-30,0.052777,0.043570,0.065807,0.058867,693055996.00,500,662504340.00,500,106.16,0.042624
1979-12-31,0.018291,0.015839,0.040337,0.036354,707416137.00,500,691936590.00,499,107.94,0.016767
1980-01-31,0.061073,0.058695,0.058499,0.056113,750494264.00,500,707015055.00,499,114.16,0.057625
1980-02-29,0.002644,-0.005565,-0.031679,-0.037824,747780101.00,500,749424328.00,499,113.66,-0.004380
1980-03-31,-0.097518,-0.100096,-0.105716,-0.109875,672127528.00,500,745613849.00,499,102.09,-0.101795
1980-04-30,0.042230,0.039707,0.045782,0.042974,702410163.00,500,670958431.00,497,106.29,0.041140
1980-05-30,0.055560,0.046651,0.081396,0.074573,736800187.00,500,702410163.00,500,111.24,0.046571
1980-06-30,0.029584,0.026764,0.032532,0.028343,756854493.00,500,736196191.00,499,114.24,0.026969
1980-07-31,0.068200,0.065630,0.091636,0.089087,806826712.00,500,756854493.00,500,121.67,0.065039
1980-08-29,0.013368,0.005935,0.026797,0.020900,812980237.00,500,806247339.00,499,122.38,0.005835
1980-09-30,0.027935,0.025155,0.028600,0.024886,837757103.00,500,811538884.00,497,125.46,0.025168
1980-10-31,0.017788,0.014718,0.008814,0.005735,849964314.00,500,836998735.00,496,127.47,0.016021
1980-11-28,0.109774,0.102859,0.064076,0.058717,941031406.00,500,848063915.00,495,140.52,0.102377
1980-12-31,-0.030709,-0.033084,-0.011228,-0.015232,919424016.00,500,940862024.00,498,135.76,-0.033874
1981-01-30,-0.043370,-0.045036,-0.011364,-0.013366,878958424.00,500,919382392.00,499,129.55,-0.045742
1981-02-27,0.021199,0.013415,0.027859,0.022036,892332358.00,500,878958424.00,499,131.27,0.013277
1981-03-31,0.038285,0.035426,0.082034,0.077860,922348296.00,500,890072044.00,497,136.00,0.036033
1981-04-30,-0.020226,-0.021983,0.000652,-0.001440,904043755.00,500,920175367.00,495,132.81,-0.023456
1981-05-29,0.006337,-0.001356,0.016766,0.011384,905985939.00,500,902952119.00,496,132.59,-0.001657
1981-06-30,-0.007931,-0.010867,-0.008040,-0.012074,900244202.00,500,903604596.00,497,131.21,-0.010408
1981-07-31,0.000639,-0.001023,-0.017765,-0.019777,901729014.00,500,898273196.00,497,130.92,-0.002210
1981-08-31,-0.055548,-0.063681,-0.062594,-0.068310,845474331.00,500,897957506.00,495,122.79,-0.062099
1981-09-30,-0.050737,-0.053777,-0.051956,-0.056166,799675022.00,500,841419511.00,495,116.18,-0.053832
1981-10-30,0.051457,0.048012,0.058332,0.055192,839292684.00,500,794150036.00,498,121.89,0.049148
1981-11-30,0.043827,0.035918,0.042338,0.036247,873879192.00,500,838994136.00,499,126.35,0.036590
1981-12-31,-0.026959,-0.029646,-0.019629,-0.023408,851316511.00,500,871544073.00,498,122.55,-0.030075
1982-01-29,-0.015334,-0.016837,-0.019404,-0.021330,836871941.00,500,850897597.00,499,120.40,-0.017544
1982-02-26,-0.050441,-0.059588,-0.036622,-0.042849,786717627.00,500,836824161.00,499,113.11,-0.060548
1982-03-31,-0.006922,-0.010579,-0.003797,-0.008634,778829619.00,500,785641756.00,497,111.96,-0.010167
1982-04-30,0.041450,0.039977,0.047458,0.045364,810825172.00,500,774908268.00,498,116.44,0.040014
1982-05-28,-0.029505,-0.039834,-0.043972,-0.051000,781434082.00,500,810825172.00,500,111.88,-0.039162
1982-06-30,-0.016438,-0.019603,-0.008091,-0.012301,769665113.00,500,777160725.00,494,109.61,-0.020290
1982-07-30,-0.020211,-0.022070,-0.015225,-0.017399,743612136.00,500,760186290.00,496,107.09,-0.022991
1982-08-31,0.127359,0.116582,0.129514,0.121904,841420395.00,500,742897852.00,495,119.51,0.115977
1982-09-30,0.010452,0.007671,0.016607,0.012847,851212632.00,500,840483758.00,497,120.42,0.007614
1982-10-29,0.113727,0.111089,0.143295,0.140688,947740073.00,500,849878809.00,497,133.71,0.110364
1982-11-30,0.045419,0.037213,0.059638,0.054152,983365521.00,500,946115339.00,499,138.54,0.036123
1982-12-31,0.016671,0.014566,0.015290,0.012220,1006322600.00,500,978561994.00,498,140.64,0.015158
1983-01-31,0.035297,0.033321,0.035275,0.033181,1039979280.00,500,1006322600.00,500,145.30,0.033134
1983-02-28,0.025747,0.018552,0.041162,0.036311,1056784080.00,500,1037248650.00,498,148.06,0.018995
1983-03-31,0.035427,0.032411,0.051405,0.047976,1095174060.00,500,1056212020.00,499,152.96,0.033095
1983-04-29,0.075719,0.074655,0.068731,0.067365,1176235190.00,500,1094440010.00,499,164.42,0.074922
1983-05-31,-0.005687,-0.012100,0.025788,0.020797,1165217990.00,500,1174379240.00,498,162.39,-0.012346
1983-06-30,0.036970,0.033719,0.031633,0.028802,1211352890.00,500,1164623730.00,499,168.11,0.035224
1983-07-29,-0.031263,-0.032347,-0.026556,-0.027938,1174219920.00,500,1211217330.00,498,162.56,-0.033014
1983-08-31,0.015930,0.009546,0.004742,-0.000141,1187214840.00,500,1173137510.00,498,164.40,0.011319
1983-09-30,0.014057,0.010779,0.025777,0.022934,1208335440.00,500,1185383680.00,496,166.07,0.010158
1983-10-31,-0.013163,-0.014752,-0.018897,-0.020718,1192555910.00,500,1207309440.00,499,163.55,-0.015174
1983-11-30,0.023846,0.017363,0.047169,0.042412,1214791050.00,500,1192555910.00,500,166.40,0.017426
1983-12-30,-0.006271,-0.009334,-0.009149,-0.012007,1249077630.00,500,1208552470.00,497,164.93,-0.008834
1984-01-31,-0.003898,-0.005657,-0.013908,-0.015610,1241600170.00,500,1249077630.00,500,163.41,-0.009216
1984-02-29,-0.034024,-0.039493,-0.047427,-0.051683,1137430700.00,500,1230126590.00,495,157.06,-0.038859
1984-03-30,0.017387,0.013796,0.022624,0.019319,1155048730.00,500,1137052160.00,495,159.18,0.013498
1984-04-30,0.006880,0.005329,-0.008451,-0.010187,1160784230.00,500,1154372870.00,497,160.05,0.005466
1984-05-31,-0.053262,-0.059692,-0.059061,-0.063796,1094470780.00,500,1160784230.00,498,150.55,-0.059356
1984-06-29,0.022959,0.018722,0.031475,0.027744,1100459790.00,500,1079842220.00,497,153.18,0.017469
1984-07-31,-0.013827,-0.015711,-0.029455,-0.031415,1087618390.00,500,1099723410.00,497,150.66,-0.016451
1984-08-31,0.112294,0.105602,0.127857,0.122644,1200703690.00,500,1084931310.00,498,166.68,0.106332
1984-09-28,-0.000053,-0.003281,0.003578,0.000632,1197100670.00,500,1199971780.00,498,166.10,-0.003480
1984-10-31,0.003369,0.000241,0.000053,-0.002199,1193390380.00,500,1188145260.00,495,166.09,-0.000060
1984-11-30,-0.009888,-0.015005,-0.003237,-0.007502,1173894250.00,500,1188725430.00,496,163.58,-0.015112
1984-12-31,0.025471,0.021755,0.024447,0.020971,1197609540.00,500,1172101470.00,498,167.24,0.022374
1985-01-31,0.076829,0.074694,0.094629,0.092691,1285818410.00,500,1194079330.00,497,179.63,0.074085
1985-02-28,0.014154,0.008878,0.009748,0.005847,1297564690.00,500,1285349010.00,499,181.19,0.008685
1985-03-29,-0.000636,-0.003980,-0.003593,-0.006656,1289551970.00,500,1296368440.00,499,180.66,-0.002925
1985-04-30,-0.003752,-0.005463,-0.012528,-0.014232,1285298480.00,500,1289551970.00,499,179.83,-0.004594
1985-05-31,0.062723,0.056817,0.066547,0.062346,1353227680.00,500,1281320330.00,496,189.55,0.054051
1985-06-28,0.015900,0.012755,0.014297,0.011384,1354417850.00,500,1334757040.00,499,191.85,0.012134
1985-07-31,-0.003261,-0.005179,0.009323,0.007534,1347352940.00,500,1352173420.00,499,190.92,-0.004848
1985-08-30,-0.006567,-0.011964,-0.008621,-0.012685,1329905880.00,500,1346436110.00,499,188.63,-0.011995
1985-09-30,-0.033237,-0.036186,-0.045047,-0.047608,1276501990.00,500,1317937080.00,496,182.08,-0.034724
1985-10-31,0.045038,0.042608,0.041353,0.039435,1333602110.00,500,1275983320.00,498,189.82,0.042509
1985-11-29,0.071722,0.066471,0.073637,0.069635,1410949630.00,500,1324230060.00,497,202.17,0.065062
1985-12-31,0.048061,0.045065,0.043328,0.040618,1480667030.00,500,1409186820.00,499,211.28,0.045061
1986-01-31,0.004683,0.002935,0.016084,0.014538,1484606310.00,500,1476898960.00,498,211.78,0.002367
1986-02-28,0.076430,0.071459,0.080644,0.077180,1589622680.00,500,1481662080.00,499,226.92,0.071489
1986-03-31,0.055832,0.053320,0.060394,0.058049,1671573890.00,500,1588343210.00,499,238.90,0.052794
1986-04-30,-0.013517,-0.015227,-0.020160,-0.021622,1642760880.00,500,1664841090.00,497,235.52,-0.014148
1986-05-30,0.054905,0.050380,0.056360,0.052982,1724749350.00,500,1640838000.00,497,247.35,0.050229
1986-06-30,0.015706,0.012927,0.001884,-0.002007,1748550190.00,500,1716941820.00,498,250.84,0.014110
1986-07-31,-0.057493,-0.059333,-0.075895,-0.077386,1652188980.00,500,1745048670.00,498,236.12,-0.058683
1986-08-29,0.074244,0.069899,0.077549,0.074174,1772686180.00,500,1650259340.00,498,252.93,0.071193
1986-09-30,-0.083267,-0.085689,-0.071357,-0.073267,1617006670.00,500,1768217360.00,499,231.32,-0.085439
1986-10-31,0.056302,0.053574,0.062346,0.059125,1700190900.00,500,1611140140.00,497,243.98,0.054729
1986-11-28,0.024840,0.019677,0.022278,0.018097,1731030070.00,500,1696458300.00,499,249.22,0.021477
1986-12-31,-0.027613,-0.030276,-0.032673,-0.035052,1673969690.00,500,1725301460.00,496,242.17,-0.028288
1987-01-30,0.135156,0.133696,0.141013,0.139706,1903806490.00,500,1673969690.00,499,274.08,0.131767
1987-02-27,0.041481,0.037540,0.058723,0.056036,1974781120.00,500,1898405500.00,498,284.20,0.036924
1987-03-31,0.026220,0.023716,0.019326,0.017149,2023149540.00,500,1971005630.00,498,291.70,0.026390
1987-04-30,-0.009133,-0.011179,-0.012826,-0.015518,2004505370.00,500,2021251630.00,498,288.36,-0.011450
1987-05-29,0.009140,0.005210,0.012893,0.010114,2014116250.00,500,2003847590.00,499,290.10,0.006034
1987-06-30,0.050109,0.047624,0.043888,0.041597,2103716950.00,500,1995713190.00,497,304.00,0.047915
1987-07-31,0.049748,0.047784,0.064826,0.062376,2204747480.00,500,2099730740.00,497,318.66,0.048224
1987-08-31,0.038987,0.035316,0.029189,0.026419,2291539780.00,500,2200958520.00,496,329.80,0.034959
1987-09-30,-0.021989,-0.024129,-0.016531,-0.018771,2241474230.00,500,2289419070.00,499,321.83,-0.024166
1987-10-30,-0.215816,-0.217967,-0.256293,-0.258010,1752282500.00,500,2238657580.00,498,251.79,-0.217630
1987-11-30,-0.081874,-0.086541,-0.062283,-0.065983,1600625140.00,500,1752282500.00,500,230.30,-0.085349
1987-12-31,0.073520,0.070629,0.092911,0.090178,1711657220.00,500,1597073330.00,498,247.08,0.072861
1988-01-29,0.042712,0.041086,0.050075,0.048666,1779388160.00,500,1711657220.00,500,257.07,0.040432
1988-02-29,0.047170,0.040307,0.073911,0.069144,1849150230.00,500,1778957370.00,499,267.82,0.041817
1988-03-31,-0.030890,-0.033412,-0.007723,-0.009985,1783600710.00,500,1848399990.00,499,258.89,-0.033343
1988-04-29,0.010142,0.008417,0.002636,0.001363,1810206540.00,500,1783108840.00,499,261.33,0.009425
1988-05-31,0.007958,0.002847,0.004351,0.000512,1811159240.00,500,1806124080.00,498,262.16,0.003176
1988-06-30,0.047411,0.044799,0.059734,0.057440,1880035460.00,500,1808133620.00,498,273.50,0.043256
1988-07-29,-0.004443,-0.007380,-0.010681,-0.014685,1867345360.00,500,1880035460.00,500,272.02,-0.005411
1988-08-31,-0.032518,-0.037320,-0.033351,-0.037084,1796903750.00,500,1867345360.00,500,261.52,-0.038600
1988-09-30,0.042739,0.040086,0.041666,0.039429,1864651110.00,500,1796903750.00,500,271.91,0.039729
1988-10-31,0.026890,0.023327,0.013777,0.010869,1909704860.00,500,1863808070.00,499,278.97,0.025964
1988-11-30,-0.014312,-0.019730,-0.022785,-0.027518,1869942410.00,500,1909704860.00,499,273.70,-0.018891
1988-12-30,0.018493,0.015123,0.027548,0.024401,1873261790.00,500,1855389980.00,498,277.72,0.014688
1989-01-31,0.072350,0.069676,0.071278,0.068748,1995895570.00,500,1867038420.00,498,297.47,0.071115
1989-02-28,-0.024394,-0.028498,-0.011100,-0.014604,1916452910.00,500,1995160060.00,499,288.86,-0.028944
1989-03-31,0.023102,0.020563,0.020602,0.018314,1957844650.00,500,1913008780.00,499,294.87,0.020806
1989-04-28,0.051557,0.049756,0.049265,0.048029,2054123610.00,500,1957140620.00,498,309.64,0.050090
1989-05-31,0.041031,0.035459,0.047255,0.042338,2127029740.00,500,2052360570.00,499,320.52,0.035138
1989-06-30,-0.005608,-0.007924,-0.006742,-0.008837,2108810760.00,500,2127029740.00,499,317.98,-0.007925
1989-07-31,0.089834,0.087967,0.082337,0.080941,2291840670.00,500,2097880170.00,498,346.08,0.088370
1989-08-31,0.018987,0.014672,0.026007,0.022535,2319747940.00,500,2291840670.00,500,351.45,0.015517
1989-09-29,-0.004036,-0.006648,-0.015976,-0.019795,2303271950.00,500,2319472960.00,499,349.15,-0.006544
1989-10-31,-0.023580,-0.025609,-0.046587,-0.048114,2245974590.00,500,2290951680.00,499,340.36,-0.025175
1989-11-30,0.020479,0.016641,0.012291,0.008920,2283429520.00,500,2245974590.00,500,345.99,0.016541
1989-12-29,0.022650,0.019981,0.015138,0.012612,2331045780.00,500,2281894840.00,498,353.40,0.021417
1990-01-31,-0.067661,-0.069407,-0.073185,-0.074576,2169257170.00,500,2331045780.00,500,329.08,-0.068817
1990-02-28,0.013381,0.008986,0.014022,0.010310,2189175420.00,500,2167660830.00,499,331.89,0.008539
1990-03-30,0.026459,0.024237,0.031584,0.029315,2235390660.00,500,2189175420.00,500,339.94,0.024255
1990-04-30,-0.024504,-0.026508,-0.040596,-0.042154,2174598700.00,500,2235390660.00,500,330.80,-0.026887
1990-05-31,0.097385,0.092373,0.096257,0.092142,2374490580.00,500,2174598700.00,500,361.23,0.091989
1990-06-29,-0.006752,-0.008917,-0.014635,-0.016892,2349498440.00,500,2374490580.00,500,358.02,-0.008886
1990-07-31,-0.004454,-0.006508,-0.024605,-0.026190,2334209120.00,500,2349498440.00,500,356.15,-0.005223
1990-08-31,-0.090846,-0.094945,-0.112709,-0.116635,2112582920.00,500,2332464690.00,498,322.56,-0.094314
1990-09-28,-0.049015,-0.051270,-0.075273,-0.077370,2002928580.00,500,2110999440.00,499,306.05,-0.051184
1990-10-31,-0.003595,-0.006110,-0.036431,-0.038535,1991168900.00,500,2002328170.00,499,304.00,-0.006698
1990-11-30,0.064561,0.059897,0.092115,0.087744,2110446020.00,500,1991168900.00,500,322.22,0.059934
1990-12-31,0.027906,0.024871,0.039769,0.036632,2157632800.00,500,2110446020.00,500,330.22,0.024828
1991-01-31,0.045023,0.043084,0.081225,0.079593,2252386090.00,500,2157632800.00,500,343.93,0.041518
1991-02-28,0.071537,0.067349,0.084263,0.080580,2405166440.00,500,2252386090.00,500,367.07,0.067281
1991-03-28,0.024354,0.022312,0.030853,0.028634,2467384060.00,500,2405166440.00,500,375.22,0.022203
1991-04-30,0.002199,0.000148,0.002845,0.001178,2468691450.00,500,2467384060.00,500,375.35,0.000346
1991-05-31,0.042943,0.038768,0.054408,0.050871,2564421530.00,500,2466863430.00,499,389.83,0.038577
1991-06-28,-0.045357,-0.047498,-0.049743,-0.051792,2450413650.00,500,2564421530.00,500,371.16,-0.047893
1991-07-31,0.046526,0.044799,0.041944,0.040443,2562517660.00,500,2450413650.00,500,387.81,0.044859
1991-08-30,0.023885,0.019912,0.022633,0.018944,2613522050.00,500,2562517660.00,500,395.43,0.019649
1991-09-30,-0.016985,-0.019188,-0.019407,-0.021267,2576043750.00,500,2606458960.00,499,387.86,-0.019144
1991-10-31,0.013458,0.011899,0.010790,0.009445,2607206870.00,500,2576043750.00,500,392.46,0.011860
1991-11-29,-0.040317,-0.044092,-0.051016,-0.054380,2503675760.00,500,2607089270.00,498,375.22,-0.043928
1991-12-31,0.114089,0.111476,0.113619,0.111208,2789110760.00,500,2503675760.00,500,417.09,0.111588
1992-01-31,-0.017928,-0.019243,0.018261,0.017050,2745911680.00,500,2782496490.00,498,408.79,-0.019900
1992-02-28,0.012826,0.009403,0.029786,0.026730,2773359970.00,500,2745911680.00,500,412.70,0.009565
1992-03-31,-0.019470,-0.021873,-0.020264,-0.022422,2728268260.00,500,2773359970.00,500,403.69,-0.021832
1992-04-30,0.028672,0.027214,0.016729,0.015427,2799309950.00,500,2723320390.00,499,414.95,0.027893
1992-05-29,0.004850,0.001087,0.001930,-0.001292,2802423500.00,500,2799309950.00,500,415.35,0.000964
1992-06-30,-0.015030,-0.017545,-0.020451,-0.022667,2771525140.00,500,2802423500.00,500,408.14,-0.017359
1992-07-31,0.041152,0.039689,0.041223,0.039976,2886309510.00,500,2771525140.00,500,424.21,0.039374
1992-08-31,-0.020730,-0.024332,-0.028940,-0.032146,2818496900.00,500,2886309510.00,500,414.03,-0.023998
1992-09-30,0.011340,0.008916,0.018991,0.016985,2846183180.00,500,2818496900.00,500,417.80,0.009106
1992-10-30,0.004724,0.003382,0.020254,0.019178,2857804680.00,500,2845544270.00,499,418.68,0.002106
1992-11-30,0.033794,0.030069,0.044229,0.040785,2943785130.00,500,2857804680.00,500,431.35,0.030262
1992-12-31,0.013380,0.011197,0.022532,0.020620,2985091950.00,500,2943785130.00,500,435.71,0.010108
1993-01-29,0.007282,0.005964,0.022706,0.021733,3002993400.00,500,2985091950.00,500,438.78,0.007046
1993-02-26,0.013526,0.010361,0.010886,0.008018,3034142190.00,500,3002993400.00,500,443.38,0.010484
1993-03-31,0.021330,0.018707,0.027689,0.025299,3101305850.00,500,3034142190.00,500,451.67,0.018697
1993-04-30,-0.024519,-0.025780,-0.021945,-0.022986,3021410410.00,500,3101305850.00,500,440.19,-0.025417
1993-05-28,0.026259,0.022549,0.031630,0.028380,3089518660.00,500,3021410410.00,500,450.19,0.022717
1993-06-30,0.003466,0.001095,0.003477,0.001367,3107724070.00,500,3089518660.00,500,450.53,0.000755
1993-07-30,-0.004686,-0.006007,-0.001190,-0.002257,3095027090.00,500,3107724070.00,500,448.13,-0.005327
1993-08-31,0.037431,0.033957,0.040022,0.036714,3200756680.00,500,3095027090.00,500,463.56,0.034432
1993-09-30,-0.007670,-0.009931,-0.006368,-0.008168,3176271090.00,500,3197349670.00,499,458.93,-0.009988
1993-10-29,0.020142,0.018845,0.020101,0.019095,3244481480.00,500,3173708410.00,497,467.83,0.019393
1993-11-30,-0.008617,-0.012047,-0.008522,-0.011759,3212582540.00,500,3242508500.00,499,461.79,-0.012911
1993-12-31,0.012241,0.010209,0.022884,0.021145,3258608580.00,500,3212582540.00,500,466.45,0.010091
1994-01-31,0.033602,0.032122,0.038118,0.036878,3373853650.00,500,3258608580.00,500,481.61,0.032501
1994-02-28,-0.027161,-0.030121,-0.017379,-0.020103,3282927660.00,500,3373853650.00,500,467.14,-0.030045
1994-03-31,-0.043361,-0.045639,-0.043414,-0.045369,3138972940.00,500,3282927660.00,500,445.77,-0.045746
1994-04-29,0.012468,0.011121,0.004282,0.003228,3182866410.00,500,3136764380.00,499,450.91,0.011531
1994-05-31,0.016309,0.012559,0.012087,0.008621,3221406980.00,500,3182866410.00,500,456.51,0.012419
1994-06-30,-0.024590,-0.026960,-0.021865,-0.023721,3161937000.00,500,3221406980.00,500,444.27,-0.026812
1994-07-29,0.032836,0.031502,0.033933,0.032788,3268304340.00,500,3161937000.00,500,458.25,0.031467
1994-08-31,0.041341,0.037990,0.052232,0.048938,3393734830.00,500,3268304340.00,500,475.50,0.037643
1994-09-30,-0.024269,-0.026572,-0.026641,-0.028450,3319353130.00,500,3379188490.00,498,462.71,-0.026898
1994-10-31,0.022738,0.021169,0.012270,0.010881,3392220690.00,500,3318069340.00,499,472.35,0.020834
1994-11-30,-0.036248,-0.039423,-0.043415,-0.046398,3257204680.00,500,3392220690.00,500,453.69,-0.039505
1994-12-30,0.014780,0.012240,0.016158,0.013862,3301191860.00,500,3257204680.00,500,459.27,0.012299
1995-01-31,0.026000,0.024348,0.021154,0.019698,3382004240.00,500,3301191860.00,500,470.42,0.024278
1995-02-28,0.039285,0.036390,0.044020,0.041165,3506468620.00,500,3377840360.00,499,487.39,0.036074
1995-03-31,0.029228,0.027063,0.029191,0.027284,3612503300.00,500,3501929700.00,499,500.71,0.027329
1995-04-28,0.029400,0.027920,0.023978,0.022676,3709079450.00,500,3612503300.00,500,514.71,0.027960
1995-05-31,0.039649,0.036283,0.035023,0.031838,3856765310.00,500,3704317580.00,497,533.40,0.036312
1995-06-30,0.024155,0.022198,0.025803,0.024140,3943476460.00,500,3856765310.00,500,544.75,0.021279
1995-07-31,0.033478,0.032089,0.033757,0.032530,4079536800.00,500,3940081640.00,498,562.06,0.031776
1995-08-31,0.003397,0.000540,0.007476,0.004547,4083074050.00,500,4078616550.00,499,561.88,-0.000320
1995-09-29,0.041980,0.040057,0.024569,0.022946,4253839440.00,500,4078757780.00,499,584.41,0.040098
1995-10-31,-0.003533,-0.004957,-0.024563,-0.025797,4245197640.00,500,4253839440.00,500,581.50,-0.004979
1995-11-30,0.044357,0.041507,0.051253,0.048319,4434004940.00,500,4231276420.00,498,605.37,0.041049
1995-12-29,0.017983,0.016150,0.014144,0.012266,4520478250.00,500,4414397530.00,497,615.93,0.017444
1996-01-31,0.034971,0.033522,0.030936,0.029529,4690897410.00,500,4514314680.00,499,636.02,0.032617
1996-02-29,0.010178,0.007776,0.012987,0.010557,4734938920.00,500,4671103050.00,499,640.43,0.006934
1996-03-29,0.009399,0.007676,0.019275,0.017632,4780433960.00,500,4732420530.00,499,645.50,0.007917
1996-04-30,0.014950,0.013677,0.028022,0.026942,4856102560.00,500,4745490610.00,497,654.17,0.013431
1996-05-31,0.025378,0.022649,0.013497,0.010855,4969866370.00,500,4856102560.00,500,669.12,0.022853
1996-06-28,0.004128,0.002562,-0.009331,-0.010898,4987787350.00,500,4969866370.00,500,670.63,0.002257
1996-07-31,-0.044562,-0.046167,-0.057083,-0.058313,4761953990.00,500,4980114190.00,499,639.95,-0.045748
1996-08-30,0.021937,0.019591,0.032894,0.030443,4865735200.00,500,4761953990.00,500,651.99,0.018814
1996-09-30,0.055909,0.053984,0.049636,0.047935,5129829190.00,500,4857312820.00,498,687.31,0.054173
1996-10-31,0.026836,0.025376,0.013605,0.012285,5274840940.00,500,5129829190.00,500,705.27,0.026131
